"商品名","分词结果","品牌词","品牌数","类别词","类别数","原始类别","原始品牌","商品CODE","rand","标注类别词"
"顺昌源 老妈甜酒精装750ml/瓶","顺昌, 源, 老妈, 甜酒, 精装, 750ml, /, 瓶","老妈","99999","","0","0-5135-5140-5239:食品、饮料、酒水-酒-白酒","顺昌源","11196671","0","甜酒"
"顺昌源 蜂蜜梅酒13度(带梅)750ml/瓶","顺昌, 源, 蜂蜜, 梅, 酒, 13, 度, (, 带, 梅, ), 750ml, /, 瓶","","0","蜂蜜, 酒","2","0-5135-5140-5239:食品、饮料、酒水-酒-白酒","顺昌源","11196693","0","蜂蜜"
"顺昌源 金奖梅酒(13度带梅)800g/瓶","顺昌, 源, 金奖, 梅, 酒, (, 13, 度, 带, 梅, ), 800g, /, 瓶","","0","酒","1","0-5135-5140-5239:食品、饮料、酒水-酒-白酒","顺昌源","11196740","0",""
"颐生 茵陈大曲酒500ml/瓶","颐生, 茵陈, 大曲酒, 500ml, /, 瓶","颐生","99999","","0","0-5135-5140-5239:食品、饮料、酒水-酒-白酒","颐生","10800847","0","大曲酒"
"南盘江贵州醇（铁）酒35度 500ml/瓶","南盘江贵州醇, （, 铁, ）, 酒, 35, 度, 500ml, /, 瓶","南盘江贵州醇","1","酒","1","0-5135-5140-5239:食品、饮料、酒水-酒-白酒","","9003912","0",""
"小糊涂仙38度 500ml/盒","小糊涂仙, 38, 度, 500ml, /, 盒","小糊涂仙","1","盒","1","0-5135-5140-5239:食品、饮料、酒水-酒-白酒","","9006706","0",""
"玉瓷爵杯五件套(促销)","玉, 瓷, 爵, 杯, 五件, 套, (, 促销, )","","0","杯","1","0-5135-5140-5239:食品、饮料、酒水-酒-白酒","","10593596","0",""
"会稽山 尚海派六年500ml*6/箱","会稽山, 尚, 海派, 六年, 500ml, *, 6, /, 箱","会稽山","1","箱","1","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","会稽山","200953","0",""
"会稽山 尚海派婚庆酒500ml*8/箱","会稽山, 尚, 海派, 婚, 庆, 酒, 500ml, *, 8, /, 箱","会稽山","1","酒, 箱","2","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","会稽山","200986","0",""
"劲牌 中国劲酒258ml/瓶","劲牌, 中国, 劲酒, 258ml, /, 瓶","劲牌","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","劲牌","10584380","0","劲酒"
"劲牌 中国劲酒520ml/瓶","劲牌, 中国, 劲酒, 520ml, /, 瓶","劲牌","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","劲牌","10584391","0","劲酒"
"古越龙山 东方原酿 500ml/瓶","古越龙山, 东方, 原, 酿, 500ml, /, 瓶","古越龙山","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","古越龙山","538863","0",""
"古越龙山 金五年 500ml/瓶","古越龙山, 金, 五年, 500ml, /, 瓶","古越龙山","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","古越龙山","151666","0",""
"古越龙山 青瓷八年 500ml/瓶","古越龙山, 青瓷, 八年, 500ml, /, 瓶","古越龙山","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","古越龙山","538874","0",""
"古越龙山 青瓷十年 500ml/瓶","古越龙山, 青瓷, 十年, 500ml, /, 瓶","古越龙山","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","古越龙山","538885","0",""
"和酒 金色年华8年陈(扁瓶) 500ml/瓶","和酒, 金色年华, 8, 年, 陈, (, 扁, 瓶, ), 500ml, /, 瓶","和酒","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","和酒","120616","0",""
"和酒 金色年华五年陈酒 500ml/瓶","和酒, 金色年华, 五年, 陈酒, 500ml, /, 瓶","和酒","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","和酒","120592","0","陈酒"
"和酒三年陈 500ml*2瓶","和酒, 三年, 陈, 500ml, *, 2, 瓶","和酒","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","和酒","114454","0",""
"和酒三年陈 500ml/瓶","和酒, 三年, 陈, 500ml, /, 瓶","和酒","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","和酒","83352","0",""
"和酒五年陈 500ml*2瓶 ","和酒, 五年, 陈, 500ml, *, 2, 瓶","和酒","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","和酒","151291","0",""
"和酒五年陈 500ml/瓶","和酒, 五年, 陈, 500ml, /, 瓶","和酒","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","和酒","83341","0",""
"和酒大开福三年陈黄酒1000ml","和酒, 大开, 福, 三年, 陈, 黄酒, 1000ml","和酒","1","黄酒","1","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","和酒","120627","0","黄酒"
"和酒大开福五年陈黄酒1000ml","和酒, 大开, 福, 五年, 陈, 黄酒, 1000ml","和酒","1","黄酒","1","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","和酒","120638","0","黄酒"
"和酒金色年华8年陈(扁瓶)500ml *12/箱","和酒, 金色年华, 8, 年, 陈, (, 扁, 瓶, ), 500ml, *, 12, /, 箱","和酒","1","箱","1","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","和酒","200964","0",""
"咸亨 上海老酒（红标）500ml/瓶","咸亨, 上海老酒, （, 红, 标, ）, 500ml, /, 瓶","咸亨","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","咸亨","200635","0","上海老酒"
"咸亨 上海老酒（黑标）500ml/瓶","咸亨, 上海老酒, （, 黑, 标, ）, 500ml, /, 瓶","咸亨","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","咸亨","200624","0","上海老酒"
"汾湖 上海老酒八年陈黄酒500ml/瓶","汾湖, 上海老酒, 八年, 陈, 黄酒, 500ml, /, 瓶","汾湖","1","黄酒","1","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","汾湖","315786","0","黄酒"
"汾湖 十年陈精品西塘老酒480ml/瓶","汾湖, 十年, 陈, 精品, 西塘, 老酒, 480ml, /, 瓶","汾湖","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","汾湖","315775","0",""
"汾湖 嘉善元红酒600ml/瓶","汾湖, 嘉善, 元, 红酒, 600ml, /, 瓶","汾湖","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","汾湖","10289653","0","红酒"
"汾湖 嘉善花雕王2.5l/桶","汾湖, 嘉善, 花雕, 王, 2.5l, /, 桶","汾湖","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","汾湖","315764","0",""
"汾湖 西塘1618手工纯酿(金标)八年500ml/瓶","汾湖, 西塘, 1618, 手工, 纯, 酿, (, 金, 标, ), 八年, 500ml, /, 瓶","汾湖","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","汾湖","9577224","0",""
"汾湖 西塘1618手工纯酿(银标)八年500ml/瓶","汾湖, 西塘, 1618, 手工, 纯, 酿, (, 银, 标, ), 八年, 500ml, /, 瓶","汾湖","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","汾湖","9577213","0",""
"汾湖 西塘1618手工纯酿六年500ml/瓶","汾湖, 西塘, 1618, 手工, 纯, 酿, 六年, 500ml, /, 瓶","汾湖","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","汾湖","9577202","0",""
"王宝和 二十年陈绍兴酒500ml/瓶","王宝和, 二, 十年, 陈, 绍兴酒, 500ml, /, 瓶","王宝和","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","王宝和","10327727","0","绍兴酒"
"王宝和 五年陈上海老酒500ml/瓶","王宝和, 五年, 陈, 上海老酒, 500ml, /, 瓶","王宝和","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","王宝和","120672","0","上海老酒"
"王宝和 五年陈花雕500ml/瓶","王宝和, 五年, 陈, 花雕, 500ml, /, 瓶","王宝和","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","王宝和","120683","0",""
"王宝和 十年陈上海老酒500ml/瓶","王宝和, 十年, 陈, 上海老酒, 500ml, /, 瓶","王宝和","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","王宝和","10327716","0","上海老酒"
"王宝和 花雕酒600ml/瓶","王宝和, 花雕酒, 600ml, /, 瓶","王宝和","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","王宝和","10327705","0","花雕酒"
"申香 上海老酒五年陈酿500ml/瓶","申香, 上海老酒, 五年, 陈酿, 500ml, /, 瓶","申香","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","申香","315902","0","上海老酒"
"申香 上海老酒十年陈酿500ml/瓶","申香, 上海老酒, 十年, 陈酿, 500ml, /, 瓶","申香","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","申香","315899","0","上海老酒"
"石库门 1号上海老酒(10年)500m/瓶","石库门, 1, 号, 上海老酒, (, 10, 年, ), 500m, /, 瓶","石库门","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","石库门","10803266","0","上海老酒"
"石库门 1号上海老酒(6年)500m/瓶","石库门, 1, 号, 上海老酒, (, 6, 年, ), 500m, /, 瓶","石库门","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","石库门","10803255","0","上海老酒"
"石库门 上海老酒 500ml/瓶（红标）","石库门, 上海老酒, 500ml, /, 瓶, （, 红, 标, ）","石库门","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","石库门","83374","0","上海老酒"
"石库门 上海老酒 500ml/瓶（黑标）","石库门, 上海老酒, 500ml, /, 瓶, （, 黑, 标, ）","石库门","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","石库门","83363","0","上海老酒"
"石库门 上海老酒(新红标)500ml/瓶","石库门, 上海老酒, (, 新, 红, 标, ), 500ml, /, 瓶","石库门","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","石库门","9609807","0","上海老酒"
"石库门 上海老酒(新黑标)500ml/瓶","石库门, 上海老酒, (, 新, 黑, 标, ), 500ml, /, 瓶","石库门","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","石库门","9609818","0","上海老酒"
"石库门 上海老酒(红标) 500ml*12瓶/箱","石库门, 上海老酒, (, 红, 标, ), 500ml, *, 12, 瓶, /, 箱","石库门","1","箱","1","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","石库门","203758","0",""
"石库门 上海老酒(黑标) 500ml*12瓶/箱","石库门, 上海老酒, (, 黑, 标, ), 500ml, *, 12, 瓶, /, 箱","石库门","1","箱","1","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","石库门","520536","0",""
"石库门 上海锦绣12年500ml/瓶","石库门, 上海, 锦绣, 12, 年, 500ml, /, 瓶","石库门","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","石库门","121095","0",""
"石库门 上海锦绣20年500ml/瓶","石库门, 上海, 锦绣, 20, 年, 500ml, /, 瓶","石库门","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","石库门","9609830","0",""
"西塘 西塘清爽型优黄(红标)500ml/瓶","西塘, 西塘, 清爽, 型, 优, 黄, (, 红, 标, ), 500ml, /, 瓶","西塘","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","西塘","10289664","0",""
"西塘 西塘清爽型优黄(金标)500ml/瓶","西塘, 西塘, 清爽, 型, 优, 黄, (, 金, 标, ), 500ml, /, 瓶","西塘","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","西塘","10289675","0",""
"西塘 金六年西塘老酒500ml/瓶","西塘, 金, 六年, 西塘, 老酒, 500ml, /, 瓶","西塘","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","西塘","10289642","0",""
"越贡 雕王国标十年2.5L/瓶","越贡, 雕, 王, 国标, 十年, 2.5L, /, 瓶","越贡","1","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","越贡","10548433","0",""
"越贡 雕王酒十年1L/瓶","越贡, 雕, 王, 酒, 十年, 1L, /, 瓶","越贡","1","酒","1","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","越贡","10548422","0",""
"金星 玫瑰露酒 500ml/瓶","金星, 玫瑰, 露酒, 500ml, /, 瓶","金星","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","金星","256235","0","露酒"
"颐生 颐生原泡米酒2L/瓶","颐生, 颐生, 原, 泡, 米酒, 2L, /, 瓶","颐生","99999","","0","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","颐生","10800869","0","米酒"
"颐生 颐生熟醅黄酒2L/瓶","颐生, 颐, 生熟, 醅, 黄酒, 2L, /, 瓶","颐生","1","黄酒","1","0-5135-5140-5240:食品、饮料、酒水-酒-黄酒","颐生","10800858","0","黄酒"
"AK-47 伏特加700ml/瓶","AK-47, 伏特加, 700ml, /, 瓶","ak-47","1","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","AK-47","315822","0",""
"Brut白雪香槟750ml/瓶","brut, 白雪香槟, 750ml, /, 瓶","brut","1","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","Brut白雪香槟","10552280","0",""
"HELSINKI 伏特加 冰宫 500ml","HELSINKI, 伏特加, 冰, 宫, 500ml","helsinki","1","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","HELSINKI","505964","0",""
"HELSINKI 伏特加 深蓝 500ml","HELSINKI, 伏特加, 深蓝, 500ml","helsinki","1","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","HELSINKI","505953","0",""
"HELSINKI 伏特加 银色 500ml","HELSINKI, 伏特加, 银色, 500ml","helsinki","1","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","HELSINKI","505942","0",""
"葛玛阑（KAVALAN）威士忌700ml/瓶","葛, 玛, 阑, （, KAVALAN, ）, 威士忌, 700ml, /, 瓶","","99999","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","KAVALAN","335682","0","威士忌"
"万事好 VSOP白兰地礼盒700ml/瓶","万事, 好, VSOP, 白兰地, 礼盒, 700ml, /, 瓶","","0","礼盒","1","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","万事好","11229702","0",""
"三得利从那以后辛口麦烧酎700ml/瓶","三得利, 从那以后, 辛, 口, 麦, 烧, 酎, 700ml, /, 瓶","三得利","1","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","三得利","9957351","0",""
"三得利山崎12年威士忌700ml/瓶","三得利, 山崎, 12, 年, 威士忌, 700ml, /, 瓶","三得利","99999","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","三得利","9957317","0","威士忌"
"三得利洛雅威士忌700ml/瓶","三得利, 洛, 雅, 威士忌, 700ml, /, 瓶","三得利","99999","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","三得利","9957328","0","威士忌"
"三得利老牌威士忌700ml/瓶","三得利, 老牌, 威士忌, 700ml, /, 瓶","三得利","99999","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","三得利","9957339","0","威士忌"
"三得利蜜多丽蜜瓜口味利口酒新750ml/瓶","三得利, 蜜, 多丽, 蜜, 瓜, 口味, 利口酒, 新, 750ml, /, 瓶","三得利","99999","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","三得利","9957373","0","利口酒"
"三得利角瓶威士忌700ml/瓶","三得利, 角, 瓶, 威士忌, 700ml, /, 瓶","三得利","99999","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","三得利","9957340","0","威士忌"
"人头马1898干邑700ml/瓶","人头马, 1898, 干邑, 700ml, /, 瓶","人头马","1","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","人头马","10552268","0",""
"人头马VSOP700ml/瓶","人头马, VSOP700ml, /, 瓶","人头马","1","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","人头马","10552417","0",""
"人头马天醇XO700ml/瓶","人头马, 天, 醇, XO700ml, /, 瓶","人头马","1","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","人头马","10552257","0",""
"人头马路易十三干邑700ml/瓶","人头马, 路易, 十三, 干邑, 700ml, /, 瓶","人头马","1","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","人头马","10552279","0",""
"伏特加 VOJO1000ml/瓶","伏特加, VOJO1000ml, /, 瓶","伏特加","1","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","伏特加","10482301","0",""
"克罗希庄园 赤霞珠干红葡萄酒750ml/瓶(法国)","克罗希庄园, 赤, 霞, 珠, 干, 红葡萄酒, 750ml, /, 瓶, (, 法国, )","克罗希庄园","99999","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","克罗希庄园","9836479","0","红葡萄酒"
"卡夫卡伏特加750ml/瓶","卡夫卡, 伏特加, 750ml, /, 瓶","卡夫卡","1","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","卡夫卡","167646","0",""
"大亨伏特加","大亨, 伏特加","大亨","1","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","大亨","11575794","0",""
"大亨草莓力娇酒","大亨, 草莓, 力, 娇, 酒","大亨","1","酒","1","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","大亨","11575818","0",""
"大亨薄荷力娇酒","大亨, 薄荷, 力, 娇, 酒","大亨","1","酒","1","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","大亨","11575807","0",""
"孟买 金酒750ml/瓶","孟买, 金, 酒, 750ml, /, 瓶","孟买","1","酒","1","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","孟买","10315238","0",""
"密莎 干白葡萄酒750ml/瓶(法国)","密莎, 干, 白葡萄酒, 750ml, /, 瓶, (, 法国, )","密莎","99999","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","密莎","9836491","0","白葡萄酒"
"密莎 红葡萄酒750ml/瓶(法国)","密莎, 红葡萄酒, 750ml, /, 瓶, (, 法国, )","密莎","99999","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","密莎","9836480","0","红葡萄酒"
"尊尼获加 [红牌]威士忌700ml/瓶","尊尼获加, [, 红牌, ], 威士忌, 700ml, /, 瓶","尊尼获加","99999","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","尊尼获加","496822","0","威士忌"
"巴伦美特蜂蜜利口酒","巴, 伦, 美特, 蜂蜜, 利口酒","美特","1","蜂蜜","1","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","巴伦美特","11575783","0","蜂蜜"
"巴甫洛优质伏特加700ml/瓶","巴, 甫, 洛, 优质, 伏特加, 700ml, /, 瓶","伏特加","1","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","巴普洛","167588","0",""
"帝王 18年威士忌750ml（礼盒）","帝王, 18, 年, 威士忌, 750ml, （, 礼盒, ）","帝王","99999","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","帝王","10424245","0","威士忌"
"帝王 白牌苏格兰威士忌750ml","帝王, 白, 牌, 苏格兰, 威士忌, 750ml","帝王","99999","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","帝王","10425282","0","威士忌"
"帝王威士忌12年700ml/瓶","帝王, 威士忌, 12, 年, 700ml, /, 瓶","帝王","99999","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","帝王","10315216","0","威士忌"
"帝萨诺 力矫酒750ml/瓶","帝萨诺, 力, 矫, 酒, 750ml, /, 瓶","帝萨诺","1","酒","1","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","帝萨诺","10100284","0",""
"懒虫金 龙舌兰酒750ml","懒虫金, 龙舌兰, 酒, 750ml","懒虫金","99999","酒","1","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","懒虫金","10424234","0","酒"
"施力特杜松子酒","施, 力特, 杜松子酒","","0","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","施力特","11575772","0",""
"朗吉士 12年优质威士忌700ml/瓶","朗吉士, 12, 年, 优质, 威士忌, 700ml, /, 瓶","朗吉士","99999","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","朗吉士","315833","1","威士忌"
"杰彼斯 金酒700ml","杰彼斯, 金, 酒, 700ml","杰彼斯","1","酒","1","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","杰彼斯","10424256","0",""
"沃克优质白朗姆酒700ml/瓶","沃克, 优质, 白朗, 姆, 酒, 700ml, /, 瓶","沃克","1","酒","1","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","沃克","167624","0",""
"沃克优质黑朗姆酒700ml/瓶","沃克, 优质, 黑, 朗, 姆, 酒, 700ml, /, 瓶","沃克","1","酒","1","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","沃克","167613","0",""
"灰雁 伏特加700ml/瓶","灰雁, 伏特加, 700ml, /, 瓶","灰雁","1","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","法国灰雁","10315227","0",""
"添加利 金酒750ml/瓶","添加利, 金, 酒, 750ml, /, 瓶","添加利","1","酒","1","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","添加利","45465","0",""
"珍宝威威士忌700ml/瓶","珍宝威, 威士忌, 700ml, /, 瓶","珍宝威","99999","","0","0-5135-5140-5242:食品、饮料、酒水-酒-洋酒","珍宝","9957453","0","威士忌"
