"商品名","分词结果","品牌词","品牌数","类别词","类别数","原始类别","原始品牌","商品CODE","标注类别词"
"雅莎卡 LB-64K11240 64K 128张 圆点布面手册","雅莎卡, LB-64K11240, 64K, 128, 张, 圆点, 布面, 手册","雅莎卡","1","手册","1","0-361-16629-16781-16796:办公用品-办公文具-薄本及信封-记事本/拍纸本","雅莎卡","10734744","手册"
"雅莎卡 LB-64K20199 64K 130张 表情可撕便签 颜色随机","雅莎卡, LB-64K20199, 64K, 130, 张, 表情, 可, 撕, 便签, 颜色, 随机","雅莎卡","1","便签, 颜色","2","0-361-16629-16781-16796:办公用品-办公文具-薄本及信封-记事本/拍纸本","雅莎卡","10734653","便签"
"利邦GC60A56 A560型胶装本","利邦, GC60A56, A560, 型, 胶装本","利邦","1","胶装本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","利邦","303800","胶装本"
"联华恒越 Happiness炫光A5胶套本 粉色","联华恒越, happiness, 炫, 光, A5, 胶, 套, 本, 粉色","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090474","本"
"联华恒越 Happiness炫光A5胶套本 蓝色","联华恒越, happiness, 炫, 光, A5, 胶, 套, 本, 蓝色","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090485","本"
"联华恒越 Happiness炫光A5胶套本 金色","联华恒越, happiness, 炫, 光, A5, 胶, 套, 本, 金色","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090452","本"
"联华恒越 Happiness炫光A5胶套本 银色","联华恒越, happiness, 炫, 光, A5, 胶, 套, 本, 银色","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090463","本"
"联华恒越 伦敦时光A5线装本 版面1","联华恒越, 伦敦, 时光, A5, 线装, 本, 版面, 1","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090690","线装, 本"
"联华恒越 伦敦时光A5线装本 版面2","联华恒越, 伦敦, 时光, A5, 线装, 本, 版面, 2","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090703","线装, 本"
"联华恒越 伦敦时光A5线装本 版面3","联华恒越, 伦敦, 时光, A5, 线装, 本, 版面, 3","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090714","线装, 本"
"联华恒越 伦敦时光A5线装本 版面4","联华恒越, 伦敦, 时光, A5, 线装, 本, 版面, 4","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090725","线装, 本"
"联华恒越 多丽A5单色胶套本 版面1","联华恒越, 多丽, A5, 单色, 胶, 套, 本, 版面, 1","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090281","本"
"联华恒越 多丽A5单色胶套本 版面2","联华恒越, 多丽, A5, 单色, 胶, 套, 本, 版面, 2","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090292","本"
"联华恒越 多丽A5单色胶套本 版面3","联华恒越, 多丽, A5, 单色, 胶, 套, 本, 版面, 3","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090305","本"
"联华恒越 多丽A5单色胶套本 版面4","联华恒越, 多丽, A5, 单色, 胶, 套, 本, 版面, 4","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090316","本"
"联华恒越 多丽A6彩色胶套本 森林精灵 版面1","联华恒越, 多丽, A6, 彩色, 胶, 套, 本, 森林, 精灵, 版面, 1","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090112","本"
"联华恒越 多丽A6彩色胶套本 森林精灵 版面2","联华恒越, 多丽, A6, 彩色, 胶, 套, 本, 森林, 精灵, 版面, 2","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090123","本"
"联华恒越 多丽A6彩色胶套本 森林精灵 版面3","联华恒越, 多丽, A6, 彩色, 胶, 套, 本, 森林, 精灵, 版面, 3","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090134","本"
"联华恒越 多丽A6彩色胶套本 森林精灵 版面4","联华恒越, 多丽, A6, 彩色, 胶, 套, 本, 森林, 精灵, 版面, 4","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090145","本"
"联华恒越 左半边翅膀B5彩色胶套本 版面1","联华恒越, 左, 半边, 翅膀, B5, 彩色, 胶, 套, 本, 版面, 1","联华恒越","1","翅膀, 本","2","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090612",""
"联华恒越 左半边翅膀B5彩色胶套本 版面2","联华恒越, 左, 半边, 翅膀, B5, 彩色, 胶, 套, 本, 版面, 2","联华恒越","1","翅膀, 本","2","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090623",""
"联华恒越 左半边翅膀B5彩色胶套本 版面3","联华恒越, 左, 半边, 翅膀, B5, 彩色, 胶, 套, 本, 版面, 3","联华恒越","1","翅膀, 本","2","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090634",""
"联华恒越 左半边翅膀B5彩色胶套本 版面4","联华恒越, 左, 半边, 翅膀, B5, 彩色, 胶, 套, 本, 版面, 4","联华恒越","1","翅膀, 本","2","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090645",""
"联华恒越 第7朵盛开的花上A5胶套本 版面1","联华恒越, 第, 7, 朵, 盛, 开的, 花上, A5, 胶, 套, 本, 版面, 1","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090576","本"
"联华恒越 第7朵盛开的花上A5胶套本 版面2","联华恒越, 第, 7, 朵, 盛, 开的, 花上, A5, 胶, 套, 本, 版面, 2","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090587","本"
"联华恒越 第7朵盛开的花上A5胶套本 版面3","联华恒越, 第, 7, 朵, 盛, 开的, 花上, A5, 胶, 套, 本, 版面, 3","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090598","本"
"联华恒越 第7朵盛开的花上A5胶套本 版面4","联华恒越, 第, 7, 朵, 盛, 开的, 花上, A5, 胶, 套, 本, 版面, 4","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090601","本"
"联华恒越 联华A5彩色胶套本 版面1","联华恒越, 联华, A5, 彩色, 胶, 套, 本, 版面, 1","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090656","本"
"联华恒越 联华A5彩色胶套本 版面2","联华恒越, 联华, A5, 彩色, 胶, 套, 本, 版面, 2","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090667","本"
"联华恒越 联华A5彩色胶套本 版面3","联华恒越, 联华, A5, 彩色, 胶, 套, 本, 版面, 3","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090678","本"
"联华恒越 联华A5彩色胶套本 版面4","联华恒越, 联华, A5, 彩色, 胶, 套, 本, 版面, 4","联华恒越","99999","本","1","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","联华恒越","11090689","本"
"雅莎卡 64K144张 放心生活胶装本 LB-64K20271(颜色随机）","雅莎卡, 64K144, 张, 放心, 生活, 胶装本, LB-64K20271, (, 颜色, 随机, ）","雅莎卡","1","生活, 胶装本","2","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","雅莎卡","11170233","生活, 胶装本"
"雅莎卡 LB-48K21232 48K 192张 黑白猫反折胶装本 颜色随机","雅莎卡, LB-48K21232, 48K, 192, 张, 黑, 白猫, 反, 折, 胶装本, 颜色, 随机","雅莎卡","1","胶装本, 颜色","2","0-361-16629-16781-16797:办公用品-办公文具-薄本及信封-胶装本","雅莎卡","10734697","胶装本"
"精品红包（独立库赠品）","精品, 红包, （, 独立, 库, 赠品, ）","","0","红包","1","0-361-16629-16781-16798:办公用品-办公文具-薄本及信封-红包?贺卡","其他","10664581","红包"
"精品红包（赠品）","精品, 红包, （, 赠品, ）","","0","红包","1","0-361-16629-16781-16798:办公用品-办公文具-薄本及信封-红包?贺卡","其他","10664570","红包"
"欧芬 礼金袋 贺卡赠品","欧芬, 礼金, 袋, 贺卡, 赠品","欧芬","99999","贺卡","1","0-361-16629-16781-16798:办公用品-办公文具-薄本及信封-红包?贺卡","欧芬","10271780","袋, 贺卡"
"金封世纪新品金袋B（5枚入）","金封, 世纪, 新品, 金, 袋, B, （, 5枚, 入, ）","金封","1","","0","0-361-16629-16781-16798:办公用品-办公文具-薄本及信封-红包?贺卡","金封","151177",""
"金封大号艺术礼金袋（5枚入）JF5-2","金封, 大号, 艺术, 礼金, 袋, （, 5枚, 入, ）, JF5-2","金封","1","大号, 艺术","2","0-361-16629-16781-16798:办公用品-办公文具-薄本及信封-红包?贺卡","金封","151133",""
"金封小号艺术礼金袋（5枚入）JF5-1","金封, 小号, 艺术, 礼金, 袋, （, 5枚, 入, ）, JF5-1","金封","1","小号, 艺术","2","0-361-16629-16781-16798:办公用品-办公文具-薄本及信封-红包?贺卡","金封","151122",""
"金封时尚简约圣诞贺卡","金封, 时尚, 简约, 圣诞, 贺卡","金封","1","贺卡","1","0-361-16629-16781-16798:办公用品-办公文具-薄本及信封-红包?贺卡","金封","151199","贺卡"
"金封立体雪人圣诞贺卡","金封, 立体, 雪人, 圣诞, 贺卡","金封","1","贺卡","1","0-361-16629-16781-16798:办公用品-办公文具-薄本及信封-红包?贺卡","金封","151202","贺卡"
"金封艺术剪纸圣诞贺卡","金封, 艺术, 剪纸, 圣诞, 贺卡","金封","1","艺术, 剪纸, 贺卡","3","0-361-16629-16781-16798:办公用品-办公文具-薄本及信封-红包?贺卡","金封","151188","贺卡"
"金封艺术礼金袋JF-3","金封, 艺术, 礼金, 袋, JF-3","金封","1","艺术","1","0-361-16629-16781-16798:办公用品-办公文具-薄本及信封-红包?贺卡","金封","151144",""
"金封艺术礼金袋JF-4","金封, 艺术, 礼金, 袋, JF-4","金封","1","艺术","1","0-361-16629-16781-16798:办公用品-办公文具-薄本及信封-红包?贺卡","金封","151155",""
"金封艺术礼金袋JF-5","金封, 艺术, 礼金, 袋, JF-5","金封","1","艺术","1","0-361-16629-16781-16798:办公用品-办公文具-薄本及信封-红包?贺卡","金封","151166",""
"缎面A4签到本","缎面, A4, 签到, 本","","99999","本","1","0-361-16629-16781-16799:办公用品-办公文具-薄本及信封-商务记事簿","其他","10264592","本"
"利邦LB-1632  16K96页手工皮本","利邦, LB-1632, 16K96, 页, 手工, 皮, 本","利邦","99999","本","1","0-361-16629-16781-16799:办公用品-办公文具-薄本及信封-商务记事簿","利邦","304289","本"
"利邦LB-3232  32K96页手工皮本","利邦, LB-3232, 32K96, 页, 手工, 皮, 本","利邦","99999","本","1","0-361-16629-16781-16799:办公用品-办公文具-薄本及信封-商务记事簿","利邦","304267","本"
"得力DELI 7902(32K) 仿皮面记事本 黑色","得力, DELI, 7902, (, 32K, ), 仿, 皮面, 记事本, 黑色","得力","1","记事本","1","0-361-16629-16781-16799:办公用品-办公文具-薄本及信封-商务记事簿","得力","9671334","记事本"
"得力DELI 7911(25K) 仿皮面记事本 黑色","得力, DELI, 7911, (, 25K, ), 仿, 皮面, 记事本, 黑色","得力","1","记事本","1","0-361-16629-16781-16799:办公用品-办公文具-薄本及信封-商务记事簿","得力","9671323","记事本"
"金辉 22K皮面笔记本(JH22107)","金辉, 22K, 皮面, 笔记本, (, JH22107, )","金辉","1","笔记本","1","0-361-16629-16781-16799:办公用品-办公文具-薄本及信封-商务记事簿","金辉","9672611","笔记本"
"中鸿 白信封(10只一盒包，整包出售)","中鸿, 白, 信封, (, 10, 只, 一盒, 包, ，, 整, 包, 出售, )","中鸿","1","信封","1","0-361-16629-16781-16801:办公用品-办公文具-薄本及信封-信封/信纸","中鸿","9737488","信封"
"得力 DELI 7695 螺旋笔记本 B5 80页","得力, DELI, 7695, 螺旋, 笔记本, B5, 80, 页","得力","1","笔记本","1","0-361-16629-16781-16802:办公用品-办公文具-薄本及信封-螺旋本","得力","9671823","笔记本"
"上海 复写纸222/18.5*25.5","上海, 复写纸, 222, /, 18.5, *, 25.5","上海","1","复写纸","1","0-361-16629-16782-16806:办公用品-办公文具-财务行政用品-复写纸/橡皮筋","上海","9682068","复写纸"
"鑫帜 橡皮筋","鑫帜, 橡皮筋","鑫帜","1","橡皮筋","1","0-361-16629-16782-16806:办公用品-办公文具-财务行政用品-复写纸/橡皮筋","鑫帜","9681838","橡皮筋"
"得力 7位号码机(7507)","得力, 7, 位, 号码机, (, 7507, )","得力","1","号码机","1","0-361-16629-16782-16807:办公用品-办公文具-财务行政用品-号码机","得力","9671583","号码机"
"得力 号码机油(7521)黑","得力, 号码, 机油, (, 7521, ), 黑","得力","1","机油","1","0-361-16629-16782-16807:办公用品-办公文具-财务行政用品-号码机","得力","9671607","机油"
"得力DELI 7506(6位) 自动钢制号码机 镀镍色","得力, DELI, 7506, (, 6, 位, ), 自动, 钢制, 号码机, 镀, 镍, 色","得力","1","号码机","1","0-361-16629-16782-16807:办公用品-办公文具-财务行政用品-号码机","得力","9670671","号码机"
"得力DELI 7507(7位) 自动钢制号码机 镀镍色","得力, DELI, 7507, (, 7, 位, ), 自动, 钢制, 号码机, 镀, 镍, 色","得力","1","号码机","1","0-361-16629-16782-16807:办公用品-办公文具-财务行政用品-号码机","得力","9670682","号码机"
"得力DELI 7508(8位) 自动钢制号码机 镀镍色","得力, DELI, 7508, (, 8, 位, ), 自动, 钢制, 号码机, 镀, 镍, 色","得力","1","号码机","1","0-361-16629-16782-16807:办公用品-办公文具-财务行政用品-号码机","得力","9670693","号码机"
"得力DELI 7509(9位) 自动钢制号码机 镀镍色","得力, DELI, 7509, (, 9, 位, ), 自动, 钢制, 号码机, 镀, 镍, 色","得力","1","号码机","1","0-361-16629-16782-16807:办公用品-办公文具-财务行政用品-号码机","得力","9670706","号码机"
"得力DELI 7510(10位) 自动钢制号码机 镀镍色","得力, DELI, 7510, (, 10, 位, ), 自动, 钢制, 号码机, 镀, 镍, 色","得力","1","号码机","1","0-361-16629-16782-16807:办公用品-办公文具-财务行政用品-号码机","得力","9670717","号码机"
"得力DELI 7521(40ML) 号码机印油 黑色","得力, DELI, 7521, (, 40ML, ), 号码机, 印油, 黑色","得力","1","号码机, 印油","2","0-361-16629-16782-16807:办公用品-办公文具-财务行政用品-号码机","得力","9670728","号码机"
"万能通 12位税务计算器WT-8012N","万能通, 12, 位, 税务, 计算器, WT-8012N","万能通","1","计算器","1","0-361-16629-16782-16808:办公用品-办公文具-财务行政用品-计算器","万能通","10367110","计算器"
"万能通 计算器WT-1700N","万能通, 计算器, WT-1700N","万能通","1","计算器","1","0-361-16629-16782-16808:办公用品-办公文具-财务行政用品-计算器","万能通","10367121","计算器"
"佳能 计算器LS-100H","佳能, 计算器, LS-100H","佳能","1","计算器","1","0-361-16629-16782-16808:办公用品-办公文具-财务行政用品-计算器","佳能","9682331","计算器"
"佳能 计算器WS-1200H","佳能, 计算器, WS-1200H","佳能","1","计算器","1","0-361-16629-16782-16808:办公用品-办公文具-财务行政用品-计算器","佳能","9682342","计算器"
"信发 TRNFA 12位数多功能便携式电子计算器TA-2000A（180度折叠、退位功能）","信发, TRNFA, 12, 位数, 多功能, 便携式, 电子, 计算器, TA-2000A, （, 180, 度, 折叠, 、, 退位, 功能, ）","信发","1","电子, 计算器","2","0-361-16629-16782-16808:办公用品-办公文具-财务行政用品-计算器","信发","10615415","电子, 计算器"
